name,brand,detail,strong,cat1,cat2,wc,ingredients
matin-blanc-1,Yves Rocher,Matin Blanc evokes the awakening of the day  the sweetness of the soft light  the warmth of the air  as you wake up and enjoy a few moments to yourself before starting the day.,Eau de Parfum,FLORAL,CITRUS,Floral Crisp Orange Blossom,"['Bergamot', 'Orange Blossom (Morocco)', 'Neroli']"
majestic-rose-1,The Merchant of Venice,Majestic Rose is a delicate and fresh fragrance accompanied by a touch of citrus notes and a soft floral heart. It is part of the Museum collection  which uses classic European and Asian raw materials and olfactory families  reminiscent of an old perfumer's library of fragrances.,Eau de Toilette,FLORAL,CITRUS,Floral Crisp Citrus Fruity,"['Rose (Turkey)', 'Pear', 'Patchouli', 'Lemon', 'Lotus', 'Mandarin', 'Peony', 'Violet', 'Musk', 'Tonka Bean']"
parisian-musc,Matière Première,A vegetal woody musk.,Eau de Parfum,WOODY,GREEN,Woods Crisp Green,"['Musk', 'Cedarwood (Virginia)', 'Ambrette Seed', 'Ambroxan (Ambergris)']"
old-school-bench-1,MiN New York,It reminds me of sitting at my desk at school and remembering the smell of pencil shavings and charcoal on paper  while concentrating on the large blackboard in front of me.,Eau de Parfum,WOODY,WOODY,Woods Classical,"['Woody Notes', 'Cedarwood', 'Surf Wax', 'Vetiver', 'Cocoa', 'Geranium', 'Rum', 'Angelica', 'Bergamot', 'Lemon', 'Patchouli', 'Vanilla']"
bergamot-neroli-1,The Art of Shaving,Inspired by the energy and warmth of the Mediterranean beaches  The Art of Shaving's Bergamot and Neroli Cologne contains a premium blended aroma of uplifting and refreshing citrus notes  rounded with the sweet floral and fragrant bitter orange tree blossom. A perfect finishing touch to your grooming routine.,,CITRUS,CITRUS,Citrus Classical,"['Bergamot', 'Neroli', 'Cypress', 'Mandarin', 'Geranium', 'Lavender', 'Mate', 'Clary Sage', 'Thyme', 'Jasmine (Sambac)', 'Cardamom', 'Cedarwood', 'Coriander', 'Galbanum', 'Guaiac Wood', 'Iris / Orris', 'Nutmeg', 'Osmanthus', 'Spearmint']"
les-fleurs-de-lanvin-sweet-jasmine,Lanvin,Sweet Jasmine pays tribute to the delicacy of fragrant jasmine petals dripping in morning dew  carried through the air by a gentle breeze. This light dawn  warmed by the first rays of sunlight awakens the senses and invigorates the mind and body.,,FLORAL,FLORAL,Floral Crisp Jasmine,"['Jasmine', 'Bergamot', 'Amber', 'Magnolia', 'Orange Blossom', 'Green Tea', 'Water Fruits', 'Cedarwood', 'Musk']"
orchid-oud-1,The Merchant of Venice,It is a fragrance as refined as the flower whose name it bears. Orchid Oud embodies the elegance and nobility of black orchid and oud  which create a seductive and passionate olfactory composition.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Orchid', 'Chocolate', 'Sandalwood', 'Night Blooming Jasmine', 'Vanilla', 'Clove', 'Musk', 'Patchouli', 'Suede']"
joyau-de-ma-vie-violet-gem,Catherine Malandrino,Violet Gem is an intoxicating blend of sweet and exotic accords that create a symphony like no other.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher Green,"['Lotus', 'Violet', 'Sandalwood', 'Jasmine', 'Pear Blossom', 'Sweet Pea', 'Cucumber', 'Lychee', 'Melon', 'Passion Fruit', 'Tonka Bean', 'Coconut Milk']"
pacific-lime-1,Atelier Cologne,The scarlet fuchsia sunset was her only hint to their destination. He had spent months organizing this event in the greatest secrecy. Surrounded by everyone they loved  they savored the moment with joy and excitement. When the doors opened  she recognized the beach of her childhood. Everyone was dazzled by the vibrant colors  the exotic perfumes  and the exhilarating tropical heat. The party could finally begin.,,CITRUS,GREEN,Citrus Crisp,"['Lime', 'Coconut', 'Eucalyptus']"
attraction-desire-for-her,Avon,Attraction Desire for Her fans the flames of desire and allows you to go the extra mile to rekindle your most intimate cravings. Feel the power of true attraction from the very first moment with this indulgent and highly seductive fragrance.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Jasmine (Sambac)', 'Amber', 'Cherry (black)', 'Iris / Orris', 'Lily', 'Mandarin', 'Saffron', 'Tolu Balsam', 'Fire Energy', 'Sandalwood']"
vetiver-imperial-by-four,Boadicea the Victorious,A ravishing perfume capturing rare and exotic ingredients. Extravagantly uplifting with a bright buoyancy that elevates it high above the ordinary  Vetiver Imperiale brings richness and refinement through sumptuous spices and velvety undertones.,,WOODY,WOODY,Woods Classical,"['Vetiver (Haiti)', 'Black Pepper', 'Bergamot', 'Guaiac Wood', 'Nutmeg', 'Patchouli', 'Rose', 'Amber', 'Cardamom', 'Lemon', 'Moss', 'Neroli']"
cuir-vegetal,100 Bon,A sensual fragrance with a blend of warm and spicy notes.,,WOODY,GOURMAND,Dry Woods Crisp Gourmand,"['Coffee', 'Papyrus', 'Vetiver', 'Chocolate', 'Bergamot', 'Lavender', 'Amber', 'Cashmeran (Woody musky)', 'Cedarwood', 'Fenugreek', 'Moss']"
mercedes-benz-sea,Mercedes-Benz,The Land  Sea and Air trilogy represents a deeply significant return to the elements. Sea is the channel for our instinct  our attentiveness  our sensitivity  and our appetite for adventure.The trilogy is a tribute to layering: infinitely customisable  the trio can be worn separately  in harmonious balance  or in your own desired combination.,,CHYPRE,CITRUS,Mossy Woods Fresher,"['Tangerine', 'Seaweed / Algae', 'Violet Leaves']"
002-barman,Hunq,He is classically seductive  endlessly irresistible  and essentially just there to serve you what you want. But what you need is merely his scent  distilled and bottled.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher,"['Iso E Super (Cedarwood Note)', 'Brandy', 'Lime', 'Ambroxan (Ambergris)', 'Cedarwood (Texas)', 'Tonka Bean', 'Grapefruit', 'Hay', 'Orange', 'Patchouli', 'Everlasting Flower']"
songe-de-yuzu,Estéban,Dream of a tender freshness blended with sparkling citrus notes and crisp stems that follow through to a musky signature.,,CITRUS,CITRUS,Citrus Classical,"['Yuzu', 'Rhubarb', 'Musk', 'Bergamot', 'Green Tea', 'Jasmine', 'Cardamom', 'Cedarwood', 'Tonka Bean']"
for-her-oud-musc,Narciso Rodriguez,Oud Musc is a truly intriguing and enveloping fragrance that will leave a seductive trail on the skin.,Eau de Parfum,AMBERY (ORIENTAL),MUSK SKIN,Woody Amber Classical,"['Oud / Agarwood', 'Musk', 'Black Pepper', 'Floral Notes', 'Myrtle']"
replica-coffee-break,Maison Margiela,Replica Coffee Break is a specially crafted fragrance that captures moments  periods and places essential to memories.,Eau de Toilette,AMBERY (ORIENTAL),GOURMAND,Amber Crisp Gourmand,"['Coffee', 'Red Apple', 'Sandalwood', 'Lemon', 'Lactonic Accord (fruity milky)']"
golden-wood-1,The Harmonist,Golden wood is a noble scent that comforts and comforts. Its woody and woody notes nourish the wearer  like the strength and vitality of a century-old tree.,Eau de Parfum,WOODY,WOODY,Woods Classical,"['Oak', 'Pear Sorbet', 'Guaiac Wood', 'Mandarin', 'Beeswax', 'Amber', 'Bergamot', 'Bitter Orange', 'Tonka Bean']"
cherubin-1,Detaille 1905 Paris,Freshness of childhood water  with hints of citrus.,,CITRUS,GREEN,Citrus Crisp,"['Orange', 'Orange Blossom (Morocco)', 'Musk', 'Lemon', 'Heliotrope', 'Rose']"
speakeasy-1,P.Frapin & Cie,"A fragrance from a bygone era  evoking images of curling Cuban cigars behind leather club chairs during the Prohibition era. ""Speakeasy"" refers to the clandestine conversations carried out in whispered tones to clientele where danger lurked and glamour reined supreme.",,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Musk', 'Tobacco Accord', 'Styrax', 'Mint', 'Geranium (Egypt)', 'Ciste Labdanum', 'Davana', 'Lime', 'Orange', 'Rum', 'Tonka Bean', 'Everlasting Flower']"
lavender-1,Franck Boclet,The fragrance is in the same spirit as the fashion of Franck Boclet. The values are simplicity  elegance  passion  parfum d'exception as well as modernity.,Eau de Parfum,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender', 'Cedarwood', 'Kumquat', 'Wormwood', 'Apple', 'Cinnamon', 'Amber', 'Bergamot', 'Cumin', 'Patchouli', 'Tonka Bean']"
orquideas-y-azucenas-1,Álvarez Gómez,A soft and enveloping floral blend that lends a sophisticated and sensual personality to this surprisingly intense fragrance.,,FLORAL,ALDEHYDIC,Soft Floral Classical,"['Orchid', 'Lily', 'Musk', 'Peony', 'Tuberose', 'Heliotrope', 'Amber', 'Bergamot']"
1918-eau-de-cologne-1,Beviro,A sophisticated scent for the charismatic man.,,CITRUS,CITRUS,Citrus Classical,"['Nutmeg', 'Cedarwood', 'Thyme']"
tabaceau-1,Mona di Orio,Study on slow-burning tobacco.,,WOODY,TOBACCO,Woods Classical,"['Tobacco Leaf', 'Oak', 'Thyme', 'Liatris', 'Vanilla']"
chamade-pour-homme,Guerlain,Perfumes have always mirrored love affairs. Passionate and fleeting  wild and intense. A perfume  like love  can get away with anything... That moment of love was the response to the intoxication of Chamade.,,WOODY,CITRUS,Woods Fresher,"['Woody Notes', 'Bergamot', 'Nutmeg', 'Vetiver', 'Hyacinth', 'Leather', 'Violet Leaves', 'Black Pepper']"
byzantine-amber,Francesca Bianchi,Byzantine Amber is an intense and decadent perfume  like a great civilisation in the final phase of its splendour.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Soft Amber Rich,"['Ciste Labdanum', 'Incense / Olibanum', 'Benzoin', 'Cinnamon', 'Ambergris', 'Leather', 'Styrax', 'Bergamot', 'Geranium']"
princess-fleur-doranger-2021,Kilian,Princess Fleur d'Oranger is built around the playful notes of orange blossom for a delicate and sensual trail.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Gourmand,"['Orange Blossom', 'Matcha Tea', 'Marshmallow']"
rose-des-vents,Louis Vuitton,The Rose des Vents  or compass  is a traveller's faithful companion  indispensable to any good navigator.,Eau de Parfum,FLORAL,FLORAL,Floral Crisp Rose,"['Rose (Bulgaria)', 'Rose Centifolia', 'Rose (Turkey)', 'Iris / Orris', 'Pepper', 'Cedarwood (Virginia)']"
ristretto-intense-cafe-1,Montale,Ristretto Intense Café opens with a perfect aroma of freshly brewed coffee that will take your breath away. This addictive and surprising gourmand is suitable for both men and women and is the perfect dose for the coffee addict in all of us.,,AMBERY (ORIENTAL),GOURMAND,Amber Crisp Gourmand,"['Coffee', 'Vanilla', 'Cream (Chantilly)', 'Rose', 'Sugar', 'Musk']"
cedrus-1,Chloé,Behind this woody  balsamic and smoky fragrance lies the memory of a playful lover's gift: a bouquet of branches that perfumer Quentin Bisch's father gave to his mother when he was a child. It brings a tender  subtle elegance to the olfactory bouquet if given a secondary role  or a warm  musky quality if it takes centre stage.,,WOODY,WOODY,Woods Classical,"['Woody Notes', 'Smoke', 'Balsamic Notes', 'Musk']"
pure-oil-of-oud,Carolina Herrera,Pure Oil of Oud is a true treasure  a rare and precious ingredient that embodies the noble character and strength of the collection.,Extrait,WOODY,WOODY,Woody Amber Classical,['Oud / Agarwood']
acqua-di-parma-yuzu-1,Acqua di Parma,"Considered Japan's rarest fruit  yuzu is now the newest of Acqua di Parma's ""frutti d'oro"".",Eau de Parfum,CITRUS,CITRUS,Citrus Classical,"['Yuzu', 'Liquorice (Licorice)', 'Mimosa', 'Bergamot', 'Jasmine', 'Musk', 'Sandalwood', 'Sichuan Pepper', 'Violet Leaves']"
magnolia-alba,Chloé,A captivating fragrance with a heart of the fresh  almost creamy scent of magnolia petals that recalls the promise of sunny days in Louise Turner's native England. To create this fragrance  the perfumer transcribed the fleshy  slightly lemony notes of magnolia blossoms in spring.,,FLORAL,CITRUS,Floral Crisp Magnolia,"['Magnolia', 'Lemon', 'Cream (Chantilly)', 'Citruses']"
confidential-private-gold,Lattafa,An expressive  fruity perfume with a tropical vibe and great sillage that can be worn well on any occasion.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Heliotrope', 'Peach', 'Sandalwood', 'Lily Of The Valley', 'Amber', 'Raspberry', 'Vanilla', 'Oud / Agarwood', 'Blackcurrant', 'Musk']"
aura-tonka,Première Note,In a dugout at the end of a summer evening light  I am going softly upriver of a wild and mystic forest. Fascinated by the song of multicolored birds  I imagine that they tell me a marvelous tale. When I get back to shore  a lovely vanilla perfume fills the air. Its gourmand roundness is calling me  it's woody facets captivate me.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Tonka Bean', 'Almond', 'Toffee', 'Ylang-ylang', 'Jasmine (Egypt)', 'Lavender (Provence)', 'Bergamot', 'Iris / Orris', 'Mandarin', 'Praline', 'Sandalwood (India)']"
cafe-3,Officine del Profumo,Cafe' is an elegant and eccentric scent  characterised by musky and woody scents  which fade into sweet touches of vanilla.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Patchouli', 'Vanilla', 'Musk', 'Vetiver', 'Woody Notes', 'Amber', 'Clove', 'Coffee', 'Grapes', 'Leather', 'Plum', 'Jasmine', 'Peach', 'Zucchini']"
chance-eau-de-parfum,Chanel,The unexpected floral fragrance by Chanel  for women who know that in order to be lucky  you have to believe in chance!,Eau de Parfum,CHYPRE,FLORAL,Woody Amber Fresher Gourmand,"['Jasmine', 'Pink Pepper', 'Patchouli', 'Vetiver', 'Vanilla', 'Citruses', 'Hyacinth', 'Iris / Orris', 'Musk']"
lime-basil-mandarin-1,Jo Malone London,Lime Basil & Mandarin  evoking the scent of limes carried by the Caribbean sea breeze  has become a modern classic for men and women. Our signature fragrance. A modern classic.,,CITRUS,CHYPRE,Citrus Rich,"['Basil', 'Lime', 'Mandarin', 'Amberwood', 'Bergamot', 'Grapefruit', 'Orange', 'Patchouli', 'Costus', 'Vetiver', 'Iris / Orris', 'Lilac', 'Thyme']"
vetiver-ecarlate-1,L'Artisan Parfumeur,"""The realisation of a childhood dream: to create a new vegetable facet. Working with vegetables means going back to the origins of perfumery and  indeed  of oneself. In Vétiver Écarlate  the contrast between the green freshness of the tomato leaf and the woody base works wonders""  Quentin Bisch  Perfumer.",Eau de Parfum,WOODY,CITRUS,Woods Crisp Citrus Fruity,"['Vetiver', 'Grapefruit', 'Tomato Leaf', 'Bergamot', 'Galbanum', 'Akigalawood (Patchouli note)', 'Red Ginger']"
alien-eau-extraordinaire,Mugler,Splendidly radiant  the solar goddess emanates absolute serenity. Through her Eau Extraordinaire  she enhances the sensuality of women with incandescent freshness.,Eau de Toilette,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Citrus,"['Tiare', 'Amber', 'Neroli (Tunisia)', 'Tea', 'Heliotrope', 'Bergamot', 'Cashmeran (Woody musky)']"
arbo-intenso,O Boticário,Arbo Intense is a fragrance that connects you with nature everywhere in a powerful way.,,AROMATIC FOUGERE,GREEN,Aromatic Fougère Crisp Green,"['Lavender', 'Pineapple', 'Sandalwood', 'Geranium', 'Cedar leaf', 'Grapefruit', 'Lemon', 'Green Apple', 'Amber', 'Cedarwood', 'Patchouli', 'Forest Land']"
incredible-30877,Chris Adams,With this fragrance  you can embrace perfection  personify the finest in design and serve as an inspiration.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Crisp Spicy,"['Lavender', 'Nutmeg', 'Patchouli', 'Mint', 'Rosemary', 'Clary Sage', 'Black Pepper', 'Grapefruit', 'Green Notes', 'Lemon', 'Lime', 'Plum', 'Ambergris', 'Cedarwood', 'Jasmine', 'Lily Of The Valley', 'Moss', 'Musk', 'Rose', 'Sandalwood', 'Tonka Bean', 'Vanilla']"
the-wedding-silk-santal-36-2023,Kayali,Designed as an ode to everlasting love  Mona and Hassan created The Wedding Collection to wear on their special day. Aptly named after the silk gown Mona wore and the velvet suit Hassan wore on their wedding day  The Wedding Silk Santal | 36 and The Wedding Velvet Santal | 35 were inspired by and are bound by the strength of creamy sandalwood. Timeless when worn alone yet amplified when layered together  these juices are made to be shared and celebrate love in all its forms.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Sandalwood', 'Freesia', 'Champagne', 'Jasmine', 'Orange Blossom', 'Rose Damascena', 'Blackcurrant', 'Vanilla', 'Musk', 'Nectarine', 'Oakmoss', 'Praline', 'Woody Ambery Note']"
703-tonka-bean-moka-1,N.C.P Olfactives,Olfactive facet 703 is a unique  warm and sensual fragrance. This smooth yet complex arrangement finds its heart in sweet gourmand with aspects of vanilla and caramel. Delicate notes of citrus and lavender gently rest on a base of warm musk.,,AMBERY (ORIENTAL),GOURMAND,Amber Crisp Gourmand,"['Tonka Bean', 'Cappuccino', 'Citruses', 'Caramel', 'Lavender', 'Leather', 'Musk', 'Sandalwood']"
eau-des-merveilles-eau-de-parfum,Hermès,From the surprise to the magic and from the magic to the spell  the Eau des Merveilles does what it wants on a cloud of fantasy. Novel with numerous facets built around an amber-like  woody chord that resonates to the main notes.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Citrus,"['Ambergris', 'Bitter Orange', 'Cedarwood', 'Oak', 'Vetiver', 'Elemi', 'Tolu Balsam', 'Lemon', 'Pepper', 'Pink Pepper', 'Benzoin (Siam)']"
rose-of-no-mans-land,Byredo,Rose of No Man's Land is the nickname given by soldiers to the nurses who saved thousands of lives during the First World War. The fragrance is a tribute to selflessness and compassion.,Eau de Parfum,FLORAL,FRUITY,Floral Crisp Rose,"['Rose (Turkey)', 'Pink Pepper', 'Rose Petal', 'Papyrus', 'Raspberry Blossom', 'Amber']"
tonka-by-jeremy-scott,Kokeshi Parfums,Kokeshi. Definition: Traditional Japanese Doll. Wooden of the 19th century  originally from northern Japan and delivering a message. Tonka is an ode to strength.,,AMBERY (ORIENTAL),SPICY,Soft Amber Fresher Citrus,"['Tonka Bean', 'Bergamot', 'Cedarwood']"
peach,The Library of Fragrance,Do I dare to eat a peach? Sure  let it drip all over. That’s the great pleasure of juicy ripeness. And the scent: heavenly! And perfectly captured  juicy and fresh  but still light and invigorating.,,FLORAL,FRUITY,Fruity Crisp,['Peach']
harrods-ruby-naga,Stéphane Humbert Lucas,Made in collaboration with Harrods  Ruby Naga is a tribute to the luxury and sophistication of the Knightsbridge store. The scent is inspired by the divine serpent creatures known for their incredible strength and outstanding beauty. They reside in magnificent jeweled palaces and serve as protectors and guardians of treasure.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Gourmand,"['Orange Blossom (Morocco)', 'Almond', 'Vanilla', 'Iris / Orris', 'Rose (Bulgaria)', 'Jasmine (Sambac)', 'Amber', 'Lychee', 'Peach', 'Raspberry', 'Tonka Bean', 'Mandarin (green)', 'Musk', 'Violet Leaves', 'Woody Notes']"
new-blue-1,Tom Tailor,With New Blue  the scent of departure is in the air. New opportunities are on the horizon. Immerse yourself in an exciting new world with this dynamic  strong and deep fragrance.,,AROMATIC FOUGERE,WATERY,Aromatic Fougère Crisp Water,"['Aromatic Notes', 'Watery', 'Woody Notes', 'Citruses', 'Green Notes', 'Spicy Notes', 'Amber', 'Musk', 'Rose', 'Violet']"
raspberry-oud,Drops by Toni Cabal,This perfume was designed for someone who loves adventure  loves details  is optimistic  designed for someone who does not know the impossible.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Fruity,"['Oud / Agarwood', 'Raspberry', 'Benzoin', 'Vanilla (Madagascar)', 'Cinnamon', 'Jasmine', 'Musk', 'Rose']"
pomelo-riviera,Atelier des Ors,Overlooking the jewelled azure sea  sits a beautiful villa and a secluded garden. An abundance of citrus trees laden with fruits and fragrant flowers creates a vivid portrait of a paradise found. A gentle sea breeze brings refreshment and a crystalline scent  tinged with salt  sun and the promise of memorable moments.,,CITRUS,CITRUS,Citrus Classical,"['Grapefruit', 'Sea Water', 'Jasmine', 'Bergamot', 'Orange Blossom', 'Rose', 'Cedarwood']"
wonderland-peony,Floral Street,We don't like to play favourites  but we love peonies. And this sweet floral is full of them. Sophisticated  but not bland.,Eau de Parfum,FLORAL,FRUITY,Floral Crisp Fruity,"['Peony', 'Red Berries', 'Cotton Candy', 'Guava', 'Raspberry Blossom', 'Violet', 'Lemon', 'Cedarwood', 'Vanilla', 'Vetiver']"
jimmy-choo-rose-passion-1,Jimmy Choo,Rose Passion is a joyous ode to the vivacious allure of the free-spirited modern woman living and loving life on her own terms.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher White Flower,"['Jasmine', 'Sandalwood', 'Coconut Milk', 'Frangipani', 'Orchid', 'Vanilla']"
cardamom-moss,Experimental Perfume Club,The passing hours of a day at a shoreline in summer start before sunrise  crisp and subdued. Gradually as it grows warmer   we slip into a swirl of spices. The cool to the warm. Like sand-covered toes  a scent you can sink yourself into.,,CHYPRE,FLORAL,Mossy Woods Classical,"['Cardamom', 'Moss', 'Woody Notes', 'Cinnamon', 'Ambroxan (Ambergris)', 'Curcuma (Turmeric)', 'Ginger', 'Musk', 'Tobacco Leaf']"
oud-vanille,Cartier,Oud Vanillé is acombination of two key ingredients  two accords that echo one another  united by some of their facets: oud wood  with its woody  animal notes and its evocative power  and vanillin  with its powdery  sweet  olfactory and highly addictive notes.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Vanillin (Vanilla note)']"
lime-di-sicilia-sicilian-lime-1,Ortigia Sicilia,Rich aromatic lime wood  combined with flowers and oils from the scented lime tree. A classic Sicilian scent: Lime di Sicilia is fresh and young yet complex  suitable for men and women.,,CITRUS,CITRUS,Citrus Classical,"['Lime', 'Aromatic Notes', 'Vanilla', 'Bitter Orange']"
porsche-design-pure,Porsche Design,Both in life and with his fragrance  the Porsche Design man attaches great importance to purism and exclusivity  design and innovation. Porsche Design Pure combines pared-down  functional design with a timeless fragrance creation made from innovative ingredients. An eau de toilette that in its entirety represents masculine purism and exclusivity.,,AROMATIC FOUGERE,WATERY,Aromatic Fougère Crisp Water,"['Ozonic Notes', 'Clary Sage', 'Patchouli', 'Lavandin', 'Grapefruit', 'Pink Pepper', 'Amber', 'Cashmeran (Woody musky)', 'Vetiver']"
laundry-1,Laundry by Shelli Segal,Feminine  contemporary  free-spirited. Laundry by Shelli Segal  creating glamorous appeal with timeless style - effortlessly chic.,,CITRUS,FRUITY,Fruity Fresher,"['Guava', 'Plum', 'Orange Blossom', 'Mandarin', 'Amber', 'Musk', 'Osmanthus', 'Patchouli', 'Peony', 'Sandalwood']"
musc-imperial,Atelier Cologne,Emotions and places are sometimes inseparable. The evening approaches. Revived by the powerful rays of the sun and the Mediterranean breeze  the city comes to life. The encounter must take place at the top. Excitement is inevitable. The party will be epic.,,WOODY,FRUITY,Woods Fresher Fruity,"['Fig', 'Bergamot', 'Leather', 'Cedarwood (Virginia)', 'Musk', 'Clary Sage', 'Blackcurrant Bud', 'Ambrette Seed', 'Lavender (Provence)']"
sunflowers-honeydaze,Elizabeth Arden,Designed to evoke happy memories  HoneyDaze tickles the senses with a joyful blend that captures the radiant essence of sun-filled days.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Gourmand,"['Jasmine', 'Beeswax', 'Cedarwood', 'Magnolia', 'Mandarin', 'Blackcurrant Bud']"
what-about-me,Lengling,The inspiration for the very intimate and powerful fragrance What About Me? is neither the past nor the future  but rather the one thing that truly matters: your own life right now  the preciousness of the moment  and the awareness of transience.,,WOODY,FRUITY,Woods Fresher Fruity,"['Iso E Super (Cedarwood Note)', 'Plum', 'Patchouli', 'Sandalwood', 'Bergamot', 'Geranium', 'Gin', 'Juniper Berries', 'Musk', 'Pepper', 'Tangerine']"
osmanthus-7,Acqua di Stresa,End summer dusks  birds at flight  shortening days when Osmanthus blooms.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Osmanthus', 'Bergamot', 'Vanilla', 'Floral Notes', 'Jasmine', 'Peach Blossom', 'Rose', 'Ylang-ylang', 'Lemon Zest', 'Musk', 'Patchouli', 'Sandalwood']"
burberry-baby-burberry-baby-touch,Burberry,Burberry Baby is a soft and delicate fragrance created especially for babies. The fragrance is soft and soothing  with a delightful blend of fresh floral scents.,,CITRUS,CHYPRE,Citrus Rich,"['Verbena', 'Milk', 'Lily Of The Valley', 'Mandarin', 'Moss', 'Orange', 'Vanilla', 'Cyclamen', 'Jasmine', 'Orange Blossom', 'Rhubarb', 'Spearmint']"
iris-de-gris-1,L'Artisan Parfumeur,"""The realisation of a childhood dream: to create a new vegetable facet. Working with vegetables means going back to the origin of perfumery and  indeed  of oneself. I love the raw greenness of the peas in Iris de Gris "" Quentin Bisch  Perfumer.",Eau de Parfum,FLORAL,GREEN,Soft Floral Crisp Iris,"['Iris / Orris', 'Pea', 'Blood Orange', 'Galbanum', 'Mint', 'Bergamot', 'Musk', 'Ambrofix (Ambergris)']"
5th-avenue-nyc-vibe-2020-1,Elizabeth Arden,Inspired by the sophistication and energy that defines New York City. Fresh and bright with a pulsating bohemian chic.,Eau de Parfum,CHYPRE,FRUITY,Mossy Woods Fresher Fruity,"['Patchouli', 'Red Currant', 'Freesia', 'Nectarine', 'Pear', 'Coconut Milk', 'Musk', 'Rose', 'Woody Notes', 'Jasmine (Sambac)', 'Violet (Africa)']"
tomorrow-1,Avon,Romance at dusk . A whispered dream that embraces you with warmth and sensuality.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Amber', 'Neroli', 'Patchouli', 'Violet (Africa)', 'Peach', 'Raspberry', 'Vanilla', 'Marigold', 'Musk']"
boss-bottled-night-1,Hugo Boss,The Boss man is primed to succeed - competitive  driven and ambitious. His daily preparation rituals are integral to his personal quest for success and Boss Bottled has become an established part of his daily armour. Boss Bottled Night is destined to become the secret weapon in the Boss man's armoury of seduction  instilling him with the same compelling presence that underpins his success by the day.,Eau de Toilette,WOODY,AROMATIC FOUGERE,Woods Fresher,"['Lavender', 'Birch Leaves', 'Cardamom', 'Sandalwood', 'Lemon Petitgrain (Leaves)', 'Vanilla', 'Jasmine', 'Linden Blossom', 'Musk', 'Violet (Africa)']"
mandarine-cardamom-1,4711,The pleasant  tangy aroma of exotic accords is harmoniously combined to create an energetically inspiring composition.,,FLORAL,FRUITY,Fruity Rich,"['Cardamom', 'Mandarin', 'Musk', 'Osmanthus', 'Water Lily', 'Amber', 'Cedarwood', 'Basil', 'Lime']"
orange-bergamot-eau-de-toilette,Molton Brown,A courtyard of orange trees in dappled shade. Lively citrus airs dancing the flamenco at dawn. Azure blue skies above. Awaken your spirits with our modern classic  plucked from the naranja grove.,,CITRUS,GREEN,Citrus Crisp,"['Bergamot', 'Orange', 'Neroli', 'Musk', 'Mandarin', 'Galbanum', 'Cardamom', 'Cedarwood', 'Ylang-ylang']"
boszporusz,Nishane Istanbul,Boszporusz captures the flavor of Marmara Sea both with sea notes spiced with spices. Flowery notes add the final touch to this fresh and sparkling fragrance. Inhale and enjoy this wonderful scent.,,CHYPRE,GREEN,Mossy Woods Fresher Green,"['Oakmoss', 'Fresh Cut Grass', 'Gardenia', 'Patchouli', 'Galbanum', 'Amber', 'Cypress', 'Jasmine', 'Musk', 'Clary Sage', 'Seaweed / Algae']"
tabac-rose-1,BDK,Tabac Rose is a dense and powerful elixir that pays homage to the most famous of all flowers used in perfumery. Tabac Rose is a fragrance that expresses textures  highlighting the oriental and mysterious sensuality represented in layers of pink  purple and plum tones. Opulent and addictive  the sweet voluptuousness is prolonged by deep  mystical base notes.,Eau de Parfum,WOODY,TOBACCO,Woody Amber Classical,"['Tobacco Leaf', 'Rose (Turkey)', 'Ciste Labdanum', 'Pink Pepper', 'Cinnamon', 'Chocolate', 'Lemon', 'Plum', 'Patchouli (Indonesia)']"
violetta-nobile-1,Erbario Toscano,Violetta Nobile is the symbol of spring. A fresh and light fragrance with a prevailing floral note that lingers on the skin for a long time.,,FLORAL,FLORAL,Floral Crisp Violet,"['Violet', 'Ylang-ylang', 'Cedarwood', 'Iris / Orris', 'Lily Of The Valley', 'Mimosa', 'Bergamot', 'Vanilla']"
