name,brand,detail,strong,cat1,cat2,wc,ingredients
gentleman-suave,Yardley,The distinguished man stands silently on the quayside  gazing out to sea. His naturally stately bearing and refined elegance are a true testament to Yardley's contemporary fragrance.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Crisp Aromatic,"['Rosemary', 'Lavender', 'Patchouli', 'Rose', 'Bergamot', 'Orange', 'Clove', 'Musk', 'Neroli']"
3-neroli-iris-white-musk,Rosendo Mateu,3 Neroli Iris White Musk stands out for its elegance  sensuality and intense notes while dressing the female skin. It also establisheses itself as an attractive male scent which is comfortable and elegant for men who wear a unisex perfume that is close to perfection.,Eau de Parfum,FLORAL,CITRUS,Soft Floral Fresher Citrus,"['Iris / Orris', 'Musk', 'Neroli', 'Amber', 'Bergamot', 'Cashmeran (Woody musky)', 'Jasmine', 'Sandalwood', 'Tonka Bean', 'Vanilla', 'Rose (Turkey)']"
queen-of-ylang,Gitano,Queen of Ylang was inspired by Indonesia  which has been named “paradise on earth”. The sensual orchids that grow have a scent that is the fragrance of queens.,,FLORAL,FLORAL,Floral Classical Bouquet,"['Ylang-ylang', 'Bergamot', 'Musk']"
neroli-intense,Nicolaï,Néroli Intense shows Patricia's passion for the orange flower. She heavily uses the note by mastering the different olfactory properties of its essence and its absolute.,Eau de Parfum,FLORAL,CITRUS,Floral Crisp Orange Blossom,"['Neroli', 'Pittosporum', 'Beeswax', 'Bitter Orange', 'Mandarin', 'Orange Blossom', 'Tarragon', 'Musk', 'Patchouli', 'Petitgrain']"
super-gorgeous,Michael Kors,"""Female confidence comes in so many incredible forms. We created Super Gorgeous! to celebrate the strong  fearless women that inspire me every day "" Michael Kors.",,WOODY,CITRUS,Woods Crisp White Flower,"['Sandalwood (New Caledonia)', 'Iris / Orris', 'Jasmine (Sambac)', 'Bergamot', 'Mandarin', 'Cedarwood (Atlas)', 'Myrrh', 'Amber', 'Incense / Olibanum', 'Orange Blossom', 'Tobacco Leaf', 'Tonka Bean', 'Tuberose', 'Ylang-ylang']"
ambre-gris-2,Balmain,Ambre Gris is an opulent fragrance with a sensual trail which will make heads turn.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Rich,"['Ambergris', 'Benzoin', 'Bergamot', 'Everlasting Flower', 'Myrrh', 'Guaiac Wood', 'Musk', 'Cinnamon', 'Marigold', 'Pink Pepper', 'Tuberose']"
vetiver-2014-carven,Carven,Vétiver carries in its genes a timeless modernity that has allowed it to cross the decades without showing its age. The vivacious fragrance  perfectly balanced and subtly woody  was the first in a long series of eponymous fragrances  none of which has been equalled.,Eau de Toilette,WOODY,WOODY,Woods Classical,"['Vetiver', 'Lavender', 'Lemon', 'Lemongrass', 'Cedarwood', 'Sandalwood', 'Geranium', 'Nutmeg', 'Orange Blossom', 'Benzoin', 'Bergamot', 'Grapefruit']"
musc-25,Le Labo,Why LA you ask? Because genderless angels have to be tempted into the smell of life. Musc 25 is angelic and so intensely luminous that you will need to wear shades to approach it. Yet  its core is sombre and devilishly dark  with animalic notes that are sensual  sexual and decadent. Enjoy the ride of LA 25  oops  we meant Musc 25.,Eau de Parfum,FLORAL,MUSK SKIN,Soft Floral Rich Musk,"['Musk', 'Ambergris', 'Aldehyde', 'Lily Of The Valley', 'Rose', 'Cedarwood', 'Patchouli', 'Vetiver']"
rosa-nobile-1,Acqua di Parma,Passionate  gentle  full of love  tenderness. Joyful and dreamy. An inner wealth of feelings that women can appreciate in their favourite flower. The rose has always epitomised by a femininity that strives to unveil itself. The flower encloses a gentle yet strong sensibility; the poetics of emotions.,Eau de Parfum,FLORAL,FLORAL,Floral Crisp Rose,"['Rose (Italia)', 'Bergamot', 'Cedarwood (Virginia)', 'Lily Of The Valley', 'Peony', 'Violet', 'Mandarin', 'Pepper', 'Amber', 'Musk']"
voyage-italian-summer-fig,The Body Shop,Discover The Body Shop's fragrance from the Voyage Collection  Italian Summer Fig Eau De Toilette. Close your eyes and let yourself be carried away on a trip to the sunny coast of Puglia in Italy  where the smell of fresh figs fills the air.,,WOODY,GREEN,Woods Fresher Green,"['Fig', 'Oak', 'Green Notes', 'Vine', 'Amber', 'Saffron', 'Rose (Italia)']"
quelques-fleurs-loriginal-extrait,Houbigant,This perfume is a recreation of the original  created by the perfumer Bienaime in 1912  Quelques Fleurs was the first true multi-floral bouquet ever created. More than 250 different raw materials and over 15 000 flowers are needed to create a single ounce of Parfum.,,FLORAL,FLORAL,Floral Classical Bouquet,"['Ylang-ylang', 'Carnation', 'Jasmine', 'Lemon', 'Lily Of The Valley', 'Orange Blossom', 'Tonka Bean', 'Tuberose', 'Violet', 'Broom', 'Iris / Orris', 'Clove', 'Bergamot', 'Cedarwood', 'Civet', 'Galbanum', 'Musk', 'Oakmoss', 'Sandalwood', 'Tarragon']"
musc-pallida-essence-de-parfum-1,Hermès,Like a second skin  the sensation of an unguent  the musks enhance the iris  bringing it suppleness. The very quintessence of a balm  a magic spell of liquid gold to embroider with the fingertips  it escapes into the fullness of the evening.,,FLORAL,MUSK SKIN,Soft Floral Classical Musk,"['Musk', 'Iris (Pallida)']"
heal-your-mind-1,Mugler,With its aquatic notes  Heal Your Mind transports you to a universe of tranquillity and spirituality. Addictive and ambivalent  this multi-faceted scent provides an escape with an addictive character.,,CITRUS,AROMATIC FOUGERE,Citrus Fresher,"['Lavender', 'Ambergris', 'Marine']"
dorsay-inspire,Ésika,The exclusive aroma of leadership. An elegant woody fragrance with exclusive raw material  providing elegance and masculinity.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Crisp Spicy,"['Cardamom', 'Lavandin', 'Cashmeran (Woody musky)', 'Ginger', 'Lavender', 'Rosemary', 'Black Pepper', 'Apple', 'Ozonic Notes', 'Amber Xtreme (Woody Ambery)', 'Patchouli', 'Vanilla', 'Vetiver']"
choco-violette-1,Mancera,This fragrance is a sweet mix of fruity assortments touched by a soft hint of violet and chocolate.,Eau de Parfum,AMBERY (ORIENTAL),CITRUS,Amber Fresher Gourmand,"['Dark Chocolate', 'Hazelnut', 'Violet', 'Vanilla (Madagascar)', 'Bergamot', 'Orange', 'Musk']"
grapefruit-lime,The 7 Virtues,This hero fragrance is as popular for its history as it is for its rejuvenating aromatherapy properties of sweet grapefruit  lime and basil.,Eau de Parfum,CITRUS,GREEN,Citrus Crisp,"['Grapefruit', 'Lime', 'Cedarwood', 'Bamboo', 'Green Tea', 'Basil']"
erotic-me-6,Rabanne,“I insisted that we keep it really free and strong in the combination of ingredients. I love that it's a really radical proposition. Erotic Me includes notes of milk and leather ” Julien Dossena.,Eau de Parfum,LEATHER,GOURMAND,Dry Woods Crisp Gourmand,"['Leather', 'Milk', 'Incense / Olibanum', 'Osmanthus', 'Pink Pepper', 'Beeswax', 'Patchouli', 'Vanilla', 'Bergamot']"
santal-blanc,Serge Lutens,Legend has it that the fragrance of white sandalwood can restore the sense of sight to the blind. White sandalwood  the most precious of the sandalwood family  grows in India. Its roots probe the furthest layers of the earth's wholesomeness in order to drink the sap which nourishes it. It is this essential essence that gives white sandalwood its unrivalled fragrance.,Eau de Parfum,WOODY,WOODY,Woods Rich,"['Sandalwood', 'Fenugreek', 'Pink Pepper', 'Rose', 'Benzoin', 'Iris / Orris', 'Musk', 'Cinnamon', 'Copahu Balm / Copaïba', 'Jasmine']"
wild-flower-eau-de-parfum-1,Betty Barclay,Just like a wildflower that seeks its own way to grow in places that others  and perhaps even itself  would never have imagined possible  the Betty Barclay Wild Flower fragrance inspires its wearers to go their own way with confidence  to stay true to themselves and to surpass their own selves in their everyday lives: curious  courageous and inspiring.,Eau de Parfum,FLORAL,FRUITY,Floral Crisp Fruity,"['Peony', 'Raspberry', 'Cedarwood', 'Jasmine', 'Rose', 'Lemon', 'Pink Pepper', 'Tonka Bean', 'Vanilla']"
amber-aoud-crystal-parfum-1,Roja,“I fell in love with the perfumes of the Middle East when I was working there: the way the Aouds are worn and then sublimated by the scent of Bakhoor. The greatest compliment I ever receive is when my Middle Eastern clients ask  ‘How do you know our smell?' ” Roja Dove.,,WOODY,AMBERY (ORIENTAL),Woody Amber Rich,"['Oud / Agarwood', 'Ambergris', 'Fig', 'Rose (Grasse)', 'Sandalwood', 'Benzoin', 'Birch', 'Cinnamon', 'Civet', 'Iris / Orris', 'Musk', 'Oakmoss', 'Patchouli', 'Saffron', 'Bergamot', 'Geranium', 'Jasmine', 'Lemon', 'Lime', 'Ylang-ylang']"
eau-de-cologne-lavande,Inessance,Eau de Cologne Lavande is an invigorating fragrance that provides a wonderful sensation of freshness  well-being and vitality. A simple  elegant and distinguished glass bottle.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Crisp Aromatic,['Lavender']
lightfalls-1,Atl. Oblique,Dousing us in a waterfall of light and colour  Lightfalls is like the sun itself  pulsing and glowing with energy.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Citrus,"['Vetiver', 'Ciste Labdanum', 'Sichuan Pepper', 'Sandalwood', 'Woody Notes', 'Amber', 'Grapefruit', 'Pink Pepper', 'Saffron']"
lemonade-pink-pepper,Hollister,Uncap the smell-good sauce with this juicy fragrance. Bright notes of lemonade and pink pepper will leave you feeling refreshed.,,CITRUS,GREEN,Citrus Crisp,"['Lemon', 'Pink Pepper', 'Tea (Black)', 'Lime', 'Blackcurrant Bud', 'Amber', 'Jasmine', 'Spearmint']"
rose-muscade,La Closerie des Parfums,A dream made of curling amber vapors. Starting with spicy nutmeg from Indonesia  this sensual fragrance reveals the powerful and precious scents of Damascena rose. A warm wake of incandescence with a subtle  elegant roundness.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose (Turkey)', 'Nutmeg', 'Cedarwood (Atlas)', 'Amberwood', 'Lemon', 'Mandarin', 'Pink Pepper', 'Vanilla', 'Vetiver']"
par-amour-pour-lui,Lucien Ferrero,An anthem of love for a man. The warm virility of Andalusian leather  the honey scents of blond Tobacco leaves  the vibrant colours of oriental spices  the eternal nobility of precious woods  the masculine reassurance of amber scent  the sensuality of Tonka Bean and Musk…For a fragrance characterised by an original olfactory writing and strong hints of masculinity.,,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Tonka Bean', 'Tobacco Accord', 'Coriander', 'Lavender', 'Sandalwood', 'Tarragon', 'Vetiver (Haiti)', 'Amber', 'Bergamot', 'Carnation', 'Ciste Labdanum', 'Musk', 'Patchouli']"
white-iris-n11,Trish McEvoy,White Iris Nº11 is a sensual and bewitching fragrance for contemporary women.,Eau de Parfum,FLORAL,ALDEHYDIC,Soft Floral Fresher Iris,"['Iris / Orris', 'Lily Of The Valley', 'Musk', 'Honeysuckle', 'Jasmine', 'Violet', 'Rose (Bulgaria)', 'Bamboo', 'Sandalwood']"
orchid-vanilla,4711,Orchid Vanilla serenades the queen of gourmand blooms  the orchid  whose creamy yellow blossoms protect the precious treasure of the vanilla plant.,,FLORAL,CITRUS,Floral Fresher Gourmand,"['Freesia', 'Orchid', 'Musk', 'Rose Centifolia', 'Jasmine (Sambac)', 'Amber', 'Peach', 'Vanilla (Bourbon)']"
bitter-end-1,Roads,A fragrance inspired by the west of Ireland  a beautiful barren place of isolation. The sharp impact of its nonconforming beauty demands those who experience it to stop and consider. A unique approach to freshness.,,CHYPRE,GREEN,Mossy Woods Fresher Green,"['Oakmoss', 'Fig Leaf', 'Fresh Cut Grass', 'Fern', 'Violet Leaves', 'Mint', 'Olive', 'Thyme', 'Vetiver']"
merry-cookie,Bath & Body Works,A bake sale perfect for Christmas!,,FLORAL,MUSK SKIN,Soft Floral Fresher Musk,"['Lemon', 'Cookie Accord', 'Vanilla (Bourbon)', 'Coconut']"
301-santal-ambre-cardamome-2,Bon Parfumeur,Enjoy the sensual and fresh notes of 301 Ambre Cardamome Santal. A unique and elegant fragrance suitable for men and women.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp White Flower,"['Amber', 'Cardamom', 'Sandalwood', 'Cedarwood', 'Benzoin', 'Cumin', 'Cypress', 'Thyme', 'Ylang-ylang', 'Coconut', 'Jasmine', 'Patchouli']"
april-violets,Yardley,Violet  a spring flower  has been known for centuries and is commonly found in the wild woodland and comprises 400-500 species. Parma violet  at the very heart of Yardley London's April Violet fragrance collection  has a sweet  delicate smell which is often described as “flirty” because the fragrance seems to come and go.,,FLORAL,CITRUS,Floral Fresher Violet,"['Violet', 'Bergamot', 'Violet Leaves', 'Heliotrope', 'Iris / Orris', 'Jasmine', 'Lily Of The Valley', 'Mimosa', 'Rose', 'Tuberose', 'Ylang-ylang', 'Geranium', 'Musk', 'Peach', 'Sandalwood', 'Vanilla']"
libre,Yves Saint Laurent,Free represents the freedom to live it all to excess. Your limitless creativity  your complete emancipation  your constantly evolving femininity. The fragrance of a strong  bold and free woman who experiences her freedom at its most empowering.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Orange Blossom (Morocco)', 'Vanilla (Madagascar)', 'Lavender (Provence)', 'Jasmine (Sambac)', 'Mandarin', 'Petitgrain', 'Blackcurrant Bud', 'Jasmine (Grandiflorum)', 'Ambergris', 'Cedarwood', 'Musk']"
rose-oud-4,Kilian,Rose Oud by Kilian is an invitation to discover the olfactory charms of the Middle East. A mysterious fragrance  rich and opulent  yet comfortably familiar. As always now  unexpected accords become Kilian's signature.,Eau de Parfum,WOODY,WOODY,Woods Classical,"['Rose (Bulgaria)', 'Cedarwood (Atlas)', 'Rose Centifolia', 'Cypriol / Nagarmota', 'Cardamom', 'Cinnamon', 'Geranium', 'Saffron']"
daisy-love-paradise-1,Marc Jacobs,Capturing the free-spirited allure of a sunset walk through a field of blooming flowers in a phenomenal landscape  Daisy Love Paradise is an addictive blend of delicate and sophisticated accords.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Iris / Orris', 'Cream (Chantilly)', 'Patchouli']"
chronometer-1,Paris Bleu,Chronometer - Elegance of a fragrance that combines freshness and refinement.,,WOODY,WOODY,Woods Classical,"['Cashmeran (Woody musky)', 'Sandalwood', 'Amber', 'Vetiver', 'Bergamot', 'Moss', 'Pink Pepper', 'Vanilla', 'Violet Leaves']"
4711-jasmine-eau-de-cologne-1,4711,The full floral scent of white jasmine gives its wearer a graceful charisma and emphasises her feminine style.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher White Flower,"['Jasmine', 'Green Tea', 'Musk', 'Tonka Bean', 'Bergamot', 'Cedarwood', 'Neroli']"
jasmin-kusamono-1,Armani Privé,Inspired by the Japanese floral compositions from which it takes its name  and echoing Giorgio Armani's love of simple Asian aesthetics  Jasmin Kusamono is a transparent  airy fragrance that highlights one or more natural elements and elevates them to new heights.,Eau de Toilette,FLORAL,FLORAL,Floral Crisp Jasmine,"['Jasmine (Sambac)', 'Lily Of The Valley', 'Pear', 'Pink Pepper', 'Cedarwood', 'Sandalwood']"
coffee-man-duo-1,O Boticário,The Coffee Duo Man combines the unique strength of coffee aroma with cream liquor  with the freshness of spices with the warmth of the amber to awaken the senses.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Crisp Spicy,"['Coffee', 'Pink Pepper', 'Vanilla', 'Lavender', 'Bergamot', 'Mandarin', 'Tangerine Cilantro Iced Accord', 'Amber', 'Apricot', 'Benzoin', 'Cedarwood', 'Iris / Orris', 'Magnolia', 'Moss', 'Musk', 'Patchouli', 'Rhubarb', 'Sandalwood', 'Tonka Bean']"
sicilian-mandarin,Ermenegildo Zegna,"""Mandarin is the most complex citrus with an almost juicy floralcy. I wanted to showcase the natural mandarin and counterbalance it with modern musks and captive molecules."" Pierre Negrin  Perfumer",Eau de Toilette,CITRUS,CITRUS,Citrus Fresher,"['Mandarin', 'Moss', 'Petitgrain', 'Bergamot', 'Spearmint']"
molecule-01-patchouli-1,Escentric Molecules,"""Patchouli is unique. It's natural. Unlike 99% of perfume ingredients  we associate it with a specific era  the sixties and seventies  and that bohemian spirit. It has a woody  fresh and distant air. I love it for its moody beauty "" Geza Schoen  perfumer.",Eau de Toilette,WOODY,WOODY,Woods Classical,"['Patchouli', 'Iso E Super (Cedarwood Note)', 'Patchouli (Indonesia)']"
amber-ambre,L'Occitane,When the sun slowly sets on the shores of the Mediterranean  rockroses fill the air with their delicate amber and balsamic scent. These shrubs give off a resin with an intense amber scent  which gives strength and sensuality to the fragrances they compose and which are distilled by the perfumers of Grasse,,AMBERY (ORIENTAL),GREEN,Soft Amber Crisp Green,"['Amber', 'Bergamot', 'Freesia', 'Vanilla', 'Musk', 'Patchouli']"
pure-oil-of-sandalwood,Carolina Herrera,Pure Oil of Sandalwood is as distinctive as it is divine  adding a bold and woody personality to the fragrance composition.,Extrait,WOODY,WOODY,Woods Classical,['Sandalwood']
new-york-patchouli,Bond No. 9 I Love NY,It's a trusted aphrodisiac and chi-balancer. It captivated Napoleon and Belle Epoque fashionistas. And now comes Bond No. 9's updated  21st century New York Patchouli  all set to spice up the art of urban seduction.,,LEATHER,GREEN,Dry Woods Fresher Green,"['Leather', 'Grapefruit', 'Patchouli', 'Amber', 'Cardamom', 'Ginger', 'Musk', 'Nutmeg', 'Oakmoss', 'Orchid', 'Rose', 'Sandalwood']"
rose-anonyme-1,Atelier Cologne,She turned the dial until the safe opened  revealing the diamond. She had stolen jewels before  but none compared with this one. She left a single rose and the scent of her perfume in its place for him to find. In a moment she'd be halfway around the world and he would be in pursuit. The chase began again.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose (Turkey)', 'Bergamot', 'Patchouli (Indonesia)', 'Ginger', 'Oud / Agarwood', 'Opoponax', 'Papyrus', 'Benzoin (Siam)']"
infusion-de-vetiver,Prada,"""In Les Infusions de Prada there is a luxury that is rare these days. At first they seem very simple  as if you were tattooing water with an ingredient  but in reality it is a very complex formula. Just as water must be at a certain temperature to create the perfect tea  the base composition allows the beauty of a flower  a wood or a fruit to be revealed in a brilliant and sensitive way."" - Daniela Andrier  Perfumer",Eau de Parfum,WOODY,CITRUS,Woods Crisp Citrus Fruity,"['Vetiver', 'Cardamom', 'Mandarin', 'Bergamot', 'Neroli', 'Ginger', 'Lime', 'Rose', 'Tarragon']"
boccioli-di-limone,Monotheme,A sparkling yet powerful fragrance  exalting the freshness and juiciness of lemon. A floral touch in the heart adds a unique facet to this lovely fragrance.,,CITRUS,CITRUS,Citrus Fresher,"['Lemon', 'Musk', 'Geranium (Egypt)', 'Lemongrass', 'Clove', 'Mate', 'Petitgrain', 'Rose', 'Vetiver']"
bacche-di-tuscia,Erbario Toscano,Bacche di Tuscia evokes a land full of memories and inspiration.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Orange Blossom (Morocco)', 'Patchouli (Indonesia)', 'Raspberry', 'Lily Of The Valley', 'Violet', 'Rose (Turkey)', 'Jasmine (Egypt)', 'Vanilla (Madagascar)', 'Bergamot', 'Cucumber', 'Mandarin', 'Musk', 'Peach', 'Sandalwood (Australia)']"
harmonie-essentielle-1,Valeur Absolue,An airy neroli note filled with sunny citrus and delicate white flowers evokes the scent of summer holiday relaxation.,,WOODY,CITRUS,Woods Crisp White Flower,"['Sandalwood', 'Tangerine', 'Neroli', 'Bergamot', 'Benzoin', 'Tuberose', 'Vanilla']"
valentina-eau-de-parfum,Valentino,With a sensual and insolent beauty  this unabashed femininity eludes convention. Two master perfumers created a fragrance as a tribute to the Valentino woman of today. With attitude  sophistication and unexpected characteristics  the Valentina bouquet blends an irreverent Italian floral oriental in which every facet reveals a paradox.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Orange Blossom', 'Amber', 'Cedarwood', 'Jasmine', 'Tuberose', 'Anise', 'Bergamot', 'Vanilla', 'White Truffle', 'Musk', 'Strawberry']"
cardamom-oud,Atelier Rebul,Smoke is combined with warmth to create a paradoxical fragrance  friendly and mysterious.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Cardamom', 'Moss', 'Palisander Rosewood', 'Incense / Olibanum', 'Tobacco Leaf', 'Lime', 'Patchouli']"
good-fortune-elixir-intense,Viktor & Rolf,Good Fortune Elixir Intense is the ultimate spell to embrace your own destiny. A more captivating interpretation of the original eau de parfum. This is an addictive and sensual perfume for women.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Jasmine', 'Incense / Olibanum', 'Vanilla (Bourbon)', 'Palo Santo', 'Sandalwood (New Caledonia)']"
lextase-rose-absolue,Nina Ricci,Like the breath of a burning petal  the glimmer of gold on the skin  L'Extase Rose Absolue is the beating heart of a rose  a sensual trace  nocturnal magic.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Rich,"['Rose (Turkey)', 'Orange Blossom', 'Vanilla', 'Amber', 'Rose (Taif)', 'Rose (Bulgaria)', 'Benzoin (Siam)', 'Patchouli', 'Cedarwood (Atlas)', 'Black Pepper']"
biografia-caminhos-masculino,Natura,A timeless and sophisticated fragrance for those who write their own story.,,WOODY,CITRUS,Woods Fresher,"['Woody Notes', 'Breu-branco', 'Patchouli', 'Cashmeran (Woody musky)', 'Vetiver']"
mandarin-1,The Merchant of Venice,mandarine contains all the energy and positivity of sunshine. The fragrance radiates all the vivacity of this cheerful fruit  releasing its joyful aroma made up of sparkling green nuances  explosive fruity punctuations and soft floral hints.,Eau de Toilette,CITRUS,CITRUS,Citrus Classical,"['Mandarin', 'Pineapple', 'Musk', 'Neroli', 'Orange', 'Jasmine', 'Heliotrope', 'Rhubarb', 'Thyme']"
for-her-santal-musc,Narciso Rodriguez,"""Santal Musc was intended to be a totally unique fragrance. Very magnetic and intriguing. I wanted to capture beauty and desire in a scent that both men and women could covet "" Narciso Rodriguez.",Eau de Parfum,WOODY,WOODY,Woods Classical,"['Musk', 'Sandalwood', 'Cardamom', 'Vetiver', 'Ylang-ylang', 'Amber']"
ser-al-khulood-gold,Lattafa,Ser Al Khulood Gold is perfect for those who want to make a bold and lasting impression.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Strawberry', 'Tuberose', 'Vanilla', 'Sugar', 'Amber', 'Musk']"
1918-eau-de-toilette-1,Beviro,A smell of old times. A proper old school. And a proper strength. That's 1918: a strong  spicy fragrance for strong characters. However  with great power comes great responsibility  so use it only for good (the original name of this Eau de Toilette was Cosa Nostra).,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Crisp Spicy,"['Lavender', 'Nutmeg', 'Amber', 'Thyme', 'Geranium', 'Clary Sage', 'Bergamot', 'Cedarwood', 'Musk', 'Patchouli', 'Vanilla', 'Vetiver']"
eau-boisee-orientale,100 Bon,A unique  intense yet subtle fragrance. Woody and oriental notes for a unique and exotic aromatic experience.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Fruity,"['Sandalwood', 'Absinth', 'Ylang-ylang', 'Cedarwood', 'Peach', 'Pink Pepper', 'Thyme', 'Vanilla', 'Geranium', 'Lily', 'Powdery Notes']"
eau-sucree-salee,Sephora,Attention  addiction is in sight! Crafted as a delicious cocktail  this gourmet vanilla fragrance enhanced by unexpected fleur de sel is for lovers of sunny scents and sweet/savoury blends. Soft  regressive vanilla crystallises on contact with delicate sea salt flower. A fragrance for both women and men.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Salty', 'Bergamot', 'Vanilla (Madagascar)']"
mandarin-lemon-cedar-1,Yves Rocher,Our unique chain of experts since 1959  have chosen essential oils of Mandarin  Lemon and Cedar for this eau de toilette with its energising benefits. This fragrant  energising composition  a combination of invigorating citrus fruit peel  lemon-lime and mandarin  enhanced by aromatic and woody accords of cedar  is a real vitamin boost.,,WOODY,CITRUS,Woods Fresher Citrus,"['Cedarwood', 'Lemon', 'Mandarin', 'Bergamot', 'Lime', 'Orange', 'Basil', 'Magnolia', 'Rosemary', 'Peppermint']"
nu-leather,Uermi,"Leather  the first garment to be worn by humans since the dawn of time. Since then  this ""second skin"" has never ceased to fascinate us completely. Leather jackets  trousers  gloves and accessories will forever remain the most precious objects of our desire.",,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Sandalwood', 'Bitter Orange', 'Papyrus', 'Cashmeran (Woody musky)', 'Cedarwood', 'Incense / Olibanum', 'Sichuan Pepper', 'Vetiver', 'Amber', 'Bergamot', 'Musk', 'Nutmeg']"
spicebomb-extreme-1,Viktor & Rolf,An explosive concentration of masculine sensuality. Surprisingly  at the first breath  addictive from the next second Spice Bomb finds the perfect balance between power and elegance  intensity  and sophistication. Driven by a single characteristic olfactory signature  it leaves a trail of new energy and style behind. Powerful  daring  and sensual.,,WOODY,WOODY,Woods Rich,"['Ciste Labdanum', 'Tobacco Accord', 'Black Pepper', 'Iris / Orris', 'Vanilla', 'Bergamot', 'Cinnamon Leaf', 'Cumin', 'Elemi', 'Lavender']"
paco-1,Rabanne,The essence of minimalism in a light  fresh scent for both men and women.,Eau de Toilette,CITRUS,GREEN,Citrus Fresher,"['Lime', 'Fresh Cut Grass', 'Green Tea', 'Grapefruit', 'Mint', 'Jasmine', 'Spicy Notes', 'Woody Notes', 'Musk']"
nina-rose,Nina Ricci,Is it any coincidence if Edith Piaf sang that she saw life as being rose? This flower  with its pink colour  as a symbol of both romanticism and daring  has always played a part with Nina Ricci. Nina Rose makes for condensed optimism. The world of Nina Rose is at once tender and sparkling while being tinged with irreverence. It tells of an impertinent  vibrant femininity. Cool couture.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher White Flower,"['Orange Blossom', 'Bergamot', 'Lemon', 'Pear', 'Jasmine', 'Musk', 'Amber', 'Neroli', 'Cedarwood (Virginia)']"
horizon,Davidoff,Strong  accomplished  his attitude to life is to make it an adventure. To see new sights  feel new sensations  to live life more intensely. Elegant explorer of modern times  he's effortlessly handsome with tousled hair  a soft cotton shirt  well-worn boots. Nothing's going to stop him.,Eau de Toilette,AROMATIC FOUGERE,SPICY,Aromatic Fougère Fresher Spicy,"['Rosemary', 'Cocoa', 'Vetiver', 'Ginger', 'Nutmeg', 'Cedarwood', 'Grapefruit', 'Patchouli']"
paloma-picasso-mon-parfum-1,Paloma Picasso,A bewitching  harmonious fragrance where the top notes are a blend of bright crisp citrus notes and rich green freshness. It then blooms the heart with fragrant classic florals  complemented by exotic spices. Its drydown notes are warmed by rich woody notes.,,CHYPRE,FLORAL,Mossy Woods Classical,"['Jasmine', 'Oakmoss', 'Hyacinth', 'Iris / Orris', 'Lily Of The Valley', 'Mimosa', 'Patchouli', 'Rose (Grasse)', 'Coriander', 'Ylang-ylang', 'Amber', 'Angelica', 'Bergamot', 'Castoreum', 'Cedarwood', 'Civet', 'Clove', 'Lemon', 'Musk', 'Sandalwood', 'Tobacco Leaf', 'Vetiver']"
ck-one,Calvin Klein,Cool. Clean. Refreshing. ck One is the original “shared” fragrance that inspires the confidence to be yourself and encourages you to connect with others. The brand belongs to everyone. ck One is an accessible  universal and easy scent.,Eau de Toilette,CITRUS,CITRUS,Citrus Fresher,"['Bergamot', 'Green Tea', 'Cardamom', 'Floral Notes', 'Nutmeg', 'Hedione (light Jasmine)', 'Musk', 'Pineapple', 'Rose', 'Violet', 'Amber', 'Papaya']"
obsession-1,Calvin Klein,“I wanted to evoke the sensuality and ardor of an impassioned woman. A woman who allows herself to experience a romantic obsession and invites a man to do the same ”  Calvin Klein.,Eau de Parfum,AMBERY (ORIENTAL),CITRUS,Amber Fresher Citrus,"['Amber', 'Incense / Olibanum', 'Orange Blossom', 'Vanillin (Vanilla note)', 'Bergamot', 'Mandarin', 'Coriander', 'Green Notes', 'Jasmine', 'Musk', 'Oakmoss', 'Sandalwood', 'Vetiver']"
