name,brand,detail,strong,cat1,cat2,wc,ingredients
lheure-bleue-eau-de-parfum,Guerlain,"""The sun has set  but night has not yet fallen. It's the suspended hour. The hour when one finally finds oneself in renewed harmony with the world and the light "" Jacques Guerlain liked to say. He was referring to his favourite moment  when ""the night has not yet found its star"". It was this fleeting sensation that he tried to express in 1912 with L'Heure Bleue.",Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Heliotrope', 'Orange Blossom', 'Iris / Orris', 'Vanilla', 'Rose (Bulgaria)', 'Carnation', 'Tuberose', 'Violet', 'Neroli', 'Anise', 'Benzoin', 'Bergamot', 'Musk', 'Tonka Bean']"
baiser-vole-parfum-1,Cartier,An abundance of lilies with velvety petals  more sensual than ever  like a touch of balm on the skin.,,FLORAL,FLORAL,Floral Crisp White Flower,"['Lily', 'Heliotropine (Heliotrope)', 'Tonka Bean', 'Vanillin (Vanilla note)']"
series-6-synthetic-garage,Comme des Garçons,Garage is a socially incorrect fragrance based on man-made places and materials of daily life.,,LEATHER,CITRUS,Dry Woods Crisp Citrus,"['Caoutchouc', 'Vetiver', 'Kerosene', 'Leather', 'Cedarwood (China)']"
boss-alive-eau-de-parfum,Hugo Boss,Created entirely by women  for women  Boss Alive is a fragrance for women who make bold moves. Independent  elegant and powerfully feminine  the women who represent the spirit of Boss Alive understand that spontaneity and happiness are as important to their story as dedication and focus. They know that being true to themselves is their greatest strength.,Eau de Parfum,AMBERY (ORIENTAL),FLORAL,Amber Crisp White Flower,"['Jasmine (Sambac)', 'Vanilla (Madagascar)', 'Sandalwood', 'Blackcurrant Bud', 'Apple', 'Cinnamon', 'Cedarwood (China)', 'Olive Tree', 'Plum', 'Thyme', 'Woody Notes']"
concrete-flower,Atelier PMP,The hyper-energising interpretation of an eau de cologne: green herbal energy  white blossoms and cold stone. It will make the concrete flourish!,Eau de Parfum,CHYPRE,CITRUS,Mossy Woods Fresher White Flower,"['Bergamot', 'Neroli', 'Clary Sage', 'Oakmoss', 'Black Pepper', 'Cardamom', 'Carnation', 'Coriander', 'Ginger', 'Iris / Orris', 'Jasmine', 'Lily', 'Mandarin', 'Thyme', 'Amber', 'Clove', 'Musk', 'Sandalwood', 'Styrax', 'Cedarwood (China)', 'Stone']"
sens-et-bois,The Different Company,Imagine a frolic through the wood  the magic  and mystery that surrounds: seductive scents  flowers that scatter afoot  spicy woods reaching to the sky. The magic is no longer a mystery!,Eau de Toilette,WOODY,WOODY,Woods Rich,"['Cedarwood (China)', 'Patchouli', 'Sandalwood', 'Black Pepper', 'Elemi', 'Bergamot', 'Ginger', 'Incense / Olibanum', 'Violet', 'Verbena']"
cedarwood-15,To Summer,A refreshing yet powerful scent with an elegant trail.,,WOODY,WOODY,Woods Classical,"['Cedarwood (Atlas)', 'Cedarwood (China)', 'Cypress', 'Guaiac Wood', 'Jasmine', 'Rose', 'Amber', 'Bergamot', 'Juniper Berries', 'Pine Needles']"
boss-alive-eau-de-parfum-2021,Hugo Boss,Celebrate the holiday season with this limited edition of Alive  sparkling with precious golden snowflakes. A fragrance leaving a trail of positive energy  which invites you to surpass yourself and live your life to the fullest.,,AMBERY (ORIENTAL),FLORAL,Amber Crisp White Flower,"['Cinnamon', 'Jasmine (Sambac)', 'Sandalwood', 'Vanilla (Madagascar)', 'Apple', 'Blackcurrant Bud', 'Olive Tree', 'Plum', 'Thyme', 'Woody Notes', 'Cedarwood (China)']"
santal-des-indes-1,Amouroud,The freshness of deep things  of noble trees with ancient roots. Grounded and serene  Santal des Indes is a poetic gesture of gratitude for the gifts of the earth.,Eau de Parfum,WOODY,WOODY,Woods Classical,"['Sandalwood (Mysore)', 'Cedarwood (China)', 'Incense / Olibanum', 'Vetiver', 'Curry Tree', 'Narcissus', 'Rose (Turkey)', 'Absinth', 'Leather', 'Musk']"
body-kouros-1,Yves Saint Laurent,A singular fragrance and one that is multifaceted. Rich and proudly different. A blend never seen before. More than a fragrance. A magnetic force.,Eau de Toilette,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher,"['Incense / Olibanum', 'Camphor', 'Eucalyptus', 'Cedarwood (China)', 'Benzoin', 'Mace']"
hespereden,Æmium,This fragrance is a surprising blend of bitter  spicy and sensual notes that transport us to an ideal garden  where a majestic cedar stands amidst citrus trees.,,CITRUS,CITRUS,Citrus Classical,"['Bergamot', 'Grapefruit', 'Cedarwood (China)', 'Lemon', 'Marigold', 'Peach', 'Pineapple', 'Red Berries', 'Ginger', 'Sandalwood', 'Vetiver', 'Cedarwood (Virginia)']"
rose-de-caroline,Chopard,Inspired by Chopard's Artistic Director Caroline Scheufele  the perfumer created Rose de Caroline Eau de Parfum to pay homage to Caroline's favourite flower.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose (Bulgaria)', 'Rose Centifolia', 'Rose', 'Cedarwood (China)', 'Cardamom', 'Cypriol / Nagarmota', 'Musk', 'Sandalwood']"
jazz-bar,To Summer,The scent of citrus evokes old times  slow and leisurely. The taste of honey stain in rum makes the stories in your memory more and more vivid. The coffee beans are grinded  the whiskey glass is spilled  and the scent breaks out instantly. Cigar mixes with jazz  swaying corridor swirls in dreams.,,WOODY,CITRUS,Dry Woods Crisp Citrus,"['Grapefruit', 'Tobacco Leaf', 'Coffee (Arabica)', 'Bitter Orange', 'Rum', 'Benzoin', 'Patchouli', 'Whiskey', 'Cedarwood (China)']"
cafe-gourmand,Maison Tahité,Enjoy the contrasts of a lively and bold  calming and soothing fragrance with Café Gourmand.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Citrus,"['Coffee (Arabica)', 'Saffron', 'Cade', 'Sandalwood', 'Vetiver', 'Milk', 'Hazelnut', 'Musk', 'Patchouli']"
iristretto,Maison Tahité,A tribute to one of the most iconic Italian coffee: the ristretto.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Iris / Orris', 'Cashmeran (Woody musky)', 'Coffee (Arabica)', 'Violet', 'Pink Pepper', 'Patchouli (Indonesia)']"
coffee-bomb,Maison Tahité,Taking inspiration from his time spent in the Arabic countries  the perfumer Arturetto Landi creates an enveloping and rich fragrance seducing all of our senses.,,WOODY,WOODY,Woods Classical,"['Coffee', 'Rose', 'Patchouli', 'Coffee (Arabica)', 'Sandalwood', 'Heliotrope', 'Iris / Orris', 'Jasmine', 'Amber', 'Cocoa', 'Cardamom', 'Incense / Olibanum', 'Leather', 'Moss', 'Musk', 'Saffron', 'Tonka Bean', 'Vanilla', 'Black Pepper']"
amygdala,Mendittorosa,"“I tried to create a fragrance that is so amazing  it can change our facial expressions "" Luca Maffei  Perfumer.",,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp White Flower,"['Cinnamon', 'Ciste Labdanum', 'Jasmine (Sambac)', 'Guaiac Wood', 'Vetiver (Haiti)', 'Galbanum', 'Pink Pepper', 'Violet', 'Orange Blossom (Tunisia)', 'Coffee (Arabica)']"
ajayeb-dubai-black,Lattafa,Ajayeb Dubai captures the essence of tradition and modernity  evoking a sensation of unparalleled warmth and sophistication.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Fruity,"['Sandalwood', 'Pineapple', 'Violet Leaves', 'Saffron', 'Vanilla', 'Butterscotch', 'Coffee (Arabica)']"
amen-angel-men,Mugler,Would you like to go beyond the perfume with A,Eau de Toilette,AMBERY (ORIENTAL),WOODY,Woody Amber Crisp,"['Vanilla', 'Coffee', 'Patchouli', 'Bergamot', 'Peppermint', 'Lavender', 'Tonka Bean', 'Helional (Watery)', 'Aldehyde', 'Birch Tar', 'Caramel', 'Musk', 'Chocolate']"
natura-homem-reconecta,Natura,Reconnect with yourself to connect with each other. A fragrance that awakens the feeling of confidence.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Sandalwood', 'Amber', 'Cinnamon', 'Cedarwood', 'Vetiver', 'Iris / Orris', 'Vanilla', 'Cocoa', 'Cardamom', 'Coffee (Arabica)']"
nufee,AirParfum,,,AMBERY (ORIENTAL),GOURMAND,Price range,"['Caramel', 'Walnut', 'Vanilla', 'French Pastries', 'Coffee (Arabica)', 'Benzoin', 'Butter', 'Cream (Chantilly)', 'Hazelnut', 'Incense / Olibanum', 'Musk', 'Sugar', 'Tonka Bean']"
soleil-brulant-1,Tom Ford,Soleil Brûlant captures the high-shine brilliance of the golden sun beaming on a private oasis.,Eau de Parfum,AMBERY (ORIENTAL),FLORAL,Soft Amber Crisp White Flower,"['Orange Blossom', 'Pink Pepper', 'Orange', 'Coffee (Arabica)', 'Amber', 'Incense / Olibanum', 'Myrrh', 'Opoponax', 'Tonka Bean', 'Bergamot', 'Mandarin', 'Tuberose', 'Jasmine (Sambac)', 'Cypriol / Nagarmota', 'Honey', 'Patchouli']"
terra-mia,Carthusia,"Eyes half closed  the sun on my skin. All around the sea brings a thousand scents that are those of a place of the heart  ""my"" homeland  Terra Mia. A vibrant and ancient soul watching an idyllic sea and listening to the echoes of the land  our passion  Mi Terra - Terra Mia.",,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Citrus,"['Orange Blossom', 'Neroli', 'Ambroxan (Ambergris)', 'Jasmine', 'Rose', 'Bergamot', 'Pink Pepper', 'Vanilla', 'Amberwood', 'Hazelnut', 'Musk', 'Coffee (Arabica)']"
khamrah-qahwa,Lattafa,A vibrant scent with exciting  sensual accords.,,AMBERY (ORIENTAL),GOURMAND,Amber Crisp Gourmand,"['Tonka Bean', 'Cardamom', 'Praline', 'Benzoin', 'Vanilla', 'Candied Fruit', 'Cinnamon', 'Ginger', 'Coffee (Arabica)', 'Musk', 'White Flowers']"
whisky-nobile,Farmacia SS. Annunziata 1561,The soft light of a lamp  a briefcase absent-mindedly placed on the desk. A strong and persistent aroma of whiskey and coffee in the air. Rivers of ink wet the blank pages of a book still to be written.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Whiskey', 'Oud / Agarwood', 'Coffee (Arabica)', 'Vetiver', 'Cocoa', 'Incense / Olibanum', 'Styrax', 'Vanilla', 'Leather', 'Orange Blossom', 'Saffron']"
fan-your-flames,Nishane Istanbul,Ignite your life. Look for those who fan your flames.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Cedarwood (China)', 'Tobacco Leaf', 'Rum', 'Tonka Bean', 'Coconut', 'Oakmoss']"
solarissimo-favignana,Azzaro,Azzaro Solarissimo Favignana is a scent that was inspired by the meeting between the sun and the Mediterranean sea.,Eau de Toilette,WOODY,CITRUS,Woods Fresher,"['Cedarwood (China)', 'Lemon', 'Rum']"
vanille-benjoin-1,Affinessence,To showcase this exceptional marriage  Affinessence has combined two types of vanilla notes and blended them with an exquisite alter ego  benzoin. As the notes unfold  they exude the carnal notes  transcending with an intoxicating scent as if to better diffuse their bewitching trail.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Benzoin (Siam)', 'Vanilla (Madagascar)', 'Tonka Bean', 'Vanilla (Tahiti)', 'Ambroxan (Ambergris)', 'Cedarwood (Atlas)', 'Cedarwood (China)']"
trace,Scentologia,Tra.ce. is an evocative scent where each drop forms a timeless blend.,Eau de Parfum,LEATHER,FRUITY,Dry Woods Fresher Fruity,"['Oud / Agarwood', 'Rose (Bulgaria)', 'Cedarwood (Alaska)', 'Cade', 'Bergamot', 'Coriander', 'Iris / Orris']"
perfect-oud,Mizensir,"Oud. An extraordinary wood which  when burnt  reveals its personality fully. Perfect Oud is an impression  an ""olfactive memory"" when only emotions are left.",Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Leather', 'Rose (Bulgaria)', 'Cedarwood (Alaska)', 'Iris / Orris', 'Bergamot', 'Cade', 'Coriander', 'Orange']"
dunhill-british-leather,Dunhill London,Liquid leather captured in a bold bottle  the Dunhill British Leather fragrance takes notes from history and the present  the masculine fern scent is offset by feminine violet leaf  a contemporary concoction for the modern man.,,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Allspice', 'Cedarwood (Alaska)', 'Cardamom', 'Lavender', 'Mate', 'Orange Blossom', 'Sandalwood', 'Vetiver', 'Violet Leaves', 'Bergamot', 'Juniper Berries', 'Lemon', 'Nutmeg', 'Patchouli']"
quasar-2019-1,O Boticário,Boost your achievements with Quasar! A burst of energy and vitality for the determined man who faces life and its challenges with the passion of a winner.,,AROMATIC FOUGERE,FRUITY,Aromatic Fougère Crisp Fruity,"['Lavender', 'Mandarin', 'Cedarwood (Alaska)', 'Bergamot', 'Lemon', 'Cardamom', 'Neroli', 'Sandalwood']"
cologne-de-figuier-1,Mizensir,"""This Cologne adds another dimension to the fig tree. It sets off the traditional fruity accents of the fig and releases the whole tree. We can sense the wood  the leaves  the branches. I wanted a composition that could be worn at any time of the year  like a desire to instantly remember a nap against a tree."" - Alberto Morillas  Perfumer",Eau de Parfum,WOODY,GREEN,Woods Fresher Green,"['Fig Leaf', 'Galbanum', 'Vulcanolide (Musk)', 'Cetalox (Ambergris)', 'Ambrox (Ambergris)', 'Bergamot', 'Grapefruit', 'Pink Pepper']"
strength-1,Ermenegildo Zegna,Strength fuses the tenacity of tobacco leaves with rich  gourmand notes.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Guaiac Wood', 'Honey', 'Tobacco Accord', 'Oud / Agarwood', 'Cypriol / Nagarmota', 'Tonka Bean', 'Cade', 'Ciste Labdanum', 'Pine Needles', 'Apricot', 'Smoke', 'Vulcanolide (Musk)']"
mirabilis-1,L'Artisan Parfumeur,The contrast is striking from the outset. Mirabilis attempts to reconcile the artificial and the sacred. On the skin  the fragrance is as rational as it is mystical.,Eau de Parfum,AMBERY (ORIENTAL),WOODY,Soft Amber Classical,"['Incense / Olibanum', 'Ambrox (Ambergris)', 'Vulcanolide (Musk)']"
rose-exaltante,Mizensir,"""We haven't met yet  but I know that from now on you won't be able to live without me. I'm going to be your new obsession. You won't see me coming and before that  you'll only smell my delicate fragrance of Bulgarian rose. You won't be able to choose me. You won't be able to catch me. It is I who comes to you. My scent is as powerful as woods and balsams and hides the sensuality of musk that trembles under the skin""  Alberto Morillas  Perfumer.",,FLORAL,FLORAL,Floral Classical Rose,"['Rose (Bulgaria)', 'Oud (Laos)', 'Styrax', 'Paradisone (light Jasmine)', 'Chamomile', 'Musk', 'Pink Pepper', 'Muscone (Musk)']"
ck-all,Calvin Klein,An invitation to self-expression. A stage for all - inclusive of all genders and diversities. An amplifier for all tribes and communities.,,CITRUS,CITRUS,Citrus Classical,"['Mandarin', 'Paradisone (light Jasmine)', 'Amber', 'Bergamot', 'Grapefruit Blossom', 'Lily', 'Narcissus', 'Rhubarb', 'Musk', 'Vetiver']"
orange-feuilles-fleurs-1,L'Occitane,Breathe deep into a field of wild orange trees  on the hills of the Mediterranean. From the tree from which the leaves and twigs are distilled  we obtain a scent with a green  vegetal  fresh note that evokes the power of sunny citrus fruits as much as the delicacy of sweet oranges.,,CITRUS,GREEN,Citrus Crisp,"['Orange Blossom', 'Bergamot', 'Vetiver (Haiti)', 'Grapefruit', 'Lemon', 'Petitgrain', 'Mint', 'Ginger', 'Ambrox (Ambergris)', 'Lavender (Provence)', 'Paradisone (light Jasmine)']"
crystal-pistil,D.S. & Durga,Add clear orange blossom water or crystalline flower petals and dew to any fragrance  or just use it on its own!,,FLORAL,CITRUS,Floral Crisp Orange Blossom,"['Orange Blossom', 'Floral Notes', 'Ambrette Seed', 'Jasmine', 'Paradisone (light Jasmine)', 'Dew Drop', 'Pink Pepper', 'Civet', 'Musk']"
vert-empire,Mizensir,Winter has just ended. This is the moment when the citrus fruits that have been in the orangery are back outside. Bringing out the lemon and orange trees  what could be more trivial for a gardener? But for Alberto Morillas  Perfumer  this familiar gesture is one of the most fragrant there is. Vert Empire is a delicate evocation of this moment.,,WOODY,CITRUS,Woods Fresher Citrus,"['Sandalwood (Australia)', 'Mandarin', 'Petitgrain', 'Ambrox (Ambergris)', 'Angelica', 'Benzoin', 'Cardamom', 'Clary Sage', 'Paradisone (light Jasmine)']"
tres-chere,Mizensir,"Tres Chere is the poetic dedication of perfumer Alberto Morillas to an unforgettable encounter  a moment that will remain forever etched in his mind. ""Everything was there. The sweetness of your voice  the grace of your gestures. Your profile outlined by the light  unforgettable and delicate like a precious white flower"".",Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Gourmand,"['Orange Blossom', 'Jasmine (Sambac)', 'Vanilla (Bourbon)', 'Paradisone (light Jasmine)', 'Ambroxan (Ambergris)', 'Musk', 'Sandalwood (Australia)']"
cant-stop-loving-you,Kilian,Kilian Hennessy creates in Can't Stop Loving You a true declaration of love: a perfume that celebrates love. Both luminous and sombre  this unique fragrance is a floral narcotic that threatens peace.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Orange Blossom', 'Ciste Labdanum', 'Honey', 'Paradisone (light Jasmine)', 'Incense (Somalia)', 'Vanilla (Madagascar)', 'Oakmoss']"
musc-eternel,Mizensir,Imagine a heart of flowers nestled in a cocoon of white musks. A sensual powdery caress  like a second skin.,,FLORAL,MUSK SKIN,Soft Floral Classical Musk,"['Musk', 'Jasmine', 'Floral Notes', 'Hawthorn', 'Iris / Orris', 'Rose', 'Paradisone (light Jasmine)', 'Tonka Bean']"
mon-guerlain-eau-de-parfum-florale,Guerlain,Today's woman is an accomplished woman  comfortable in her own skin  knowing herself perfectly  who has made assumed choices in her life. She has discovered joy  fear  happiness  sadness. Tracing her journey of self-discovery. All those emotions have built the person she is today: fulfilled  strong  free and independent  embracing all the sides of herself.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Jasmine (Sambac)', 'Lavender', 'Sandalwood', 'Iris / Orris', 'Peony', 'Ylang-ylang', 'Paradisone (light Jasmine)', 'Bergamot', 'Vanilla']"
punta-ala,Salvatore Ferragamo,"""Endless views  hypnotic horizons  vivid colours  the Italian coast stands out for its natural beauty. A resplendent Mediterranean paradise that I wanted to represent with this composition""  Alberto Morillas  Perfumer.",Eau de Toilette,CITRUS,GREEN,Citrus Crisp,"['Lemon', 'Olive Leaf', 'Cedarwood', 'Bergamot', 'Mandarin', 'Neroli', 'Jasmine', 'Musk', 'Patchouli', 'Vetiver', 'Paradisone (light Jasmine)']"
voce-viva-intensa-1,Valentino,The sound of your voice  the scent of your fragrance  so much a magnetic presence. Voce Viva Intense celebrates the unique voice of every woman in a statement: My voice  my strength. An invitation to express and live your dreams.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Jasmine (Sambac)', 'Vanilla (Bourbon)', 'Moss', 'Orange Blossom', 'Bergamot', 'Mandarin']"
eau-de-lacoste-l1212-rose-eau-fraiche-pour-elle,Lacoste,Feel the energy of Lacoste with the Eau de Toilette L.12.12 Rose Eau Fraîche. Reinvent the rules of the game  feel free to move with assurance thanks to the unexpected lightness of this unique scent. An explosion of vitality  providing an exhilarating comfort.,Eau de Toilette,WOODY,CITRUS,Woods Fresher Citrus,"['Cedarwood', 'Grapefruit', 'Blackcurrant Bud', 'Blood Orange', 'Ozonic Notes', 'Pink Pepper']"
behind-the-curtain-piazza-alla-scala-1,Trussardi,"""I was inspired by the atmosphere of Teatro Alla Scala. I  therefore  chose saffron  one of the most precious spices in the world and natural woods  to recreate the luxurious and traditional ambiance of this majestic theatre "" Amandine Clerc-Marie  Perfumer.",,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Saffron', 'Sandalwood', 'Cedarwood', 'Ciste Labdanum', 'Cypriol / Nagarmota', 'Jasmine', 'Juniper Berries', 'Bergamot', 'Clove', 'Patchouli']"
summer-festival-2021,Escada,A fragrance embodying the spirit of Coachella  the biggest summer music and culture festival of all time. An electric scent that captures the promise of sunny days and fun-filled nights!,Eau de Toilette,FLORAL,FRUITY,Fruity Crisp,"['Cherry Blossom', 'Jasmine (Sambac)', 'Ice Cube Effect', 'Sandalwood', 'Mandarin (green)']"
gingembre-rouge-edition-or-2020-1,Roger & Gallet,A talented duo of French perfumers  Amandine Clerc-Marie  and Alberto Morillas  imagined a floral and fruity fragrant universe with energising benefits  which has at its heart an extract of Nigerian ginger and 10 other precious natural distilled essences  including sweet orange and red berries.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Ginger Flower', 'Ginger', 'Orange Blossom', 'Pomegranate', 'Lychee', 'Mandarin', 'Cedarwood', 'Musk', 'Candy']"
cool-water-woman-jasmine-tangerine-2022,Davidoff,Feel the explosion of freshness and sensuality. A floral made for you: Davidoff Cool Water Jasmine & Tangerine.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Citrus,"['Jasmine', 'Tangerine']"
island-water-women-1,Scotch & Soda,"Island Water Women is a tribute to the free spirit Musa-Shiya  called ""The Shirtmaker""  the inventor of the Hawaiian shirt. Driven by his restless creativity and strong entrepreneurial spirit  Shiya moved to Honolulu from his home country Japan in the early 1930s.",,FLORAL,FRUITY,Floral Fresher Fruity,"['Jasmine', 'Coconut', 'Blackcurrant Bud', 'Cannonball Flower', 'Angelica', 'Patchouli', 'Skin Accord', 'Woody Notes']"
illusione-tonka-solaire-for-her-2021,Bottega Veneta,A pure floral-vegetable accord enhanced by precious woods.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Tonka Bean', 'Orange Blossom', 'Pear', 'Jasmine (Sambac)', 'Bergamot', 'Blackcurrant', 'Cedarwood', 'Fig Leaf', 'Olive Tree']"
la-nuit-tresor-fleur-de-nuit,Lancôme,Close your eyes  feel the blossoming of romance and prepare to be mesmerised by the most sensual and blooming love. Dare to enter the exclusive secret night garden of La Nuit Trésor. An enchanting place where only the most beautiful flowers grow and the most precious love stories bloom. This floral and ambery update of the legendary fragrance of love seduces the heart with an irresistible mystery.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Rose Damascena', 'White Flowers', 'Coffee', 'Jasmine', 'Tuberose', 'Beauty Of The Night', 'Benzoin', 'Cream (Chantilly)', 'Patchouli', 'Woody Notes']"
nina-soleil-1,Nina Ricci,Be ready to get a taste of summer with Nina Soleil!,Eau de Toilette,FLORAL,CITRUS,Floral Amber Fresher Citrus,"['Gardenia', 'Mandarin', 'Bergamot', 'Vanilla', 'Cream (Chantilly)', 'Lemon', 'Pink Pepper', 'Dreamwood (Sandalwood)', 'Cedarwood', 'Ambrox (Ambergris)']"
sunset-wood,Veronique Gabai,A vibrant scent with a deep  warm trail.,,WOODY,WOODY,Woods Classical,"['Vetiver', 'Musk', 'Cardamom', 'Cedarwood', 'Guaiac Wood', 'Sandalwood', 'Elemi', 'Bergamot', 'Pink Pepper', 'Vanilla']"
valentino-donna-born-in-roma-intense,Valentino,An outstanding tribute to Rome and its sunsets  Born in Roma Intense aims at exalting your magnificent personality  celebrating a night in the eternal city.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Fruity,"['Jasmine', 'Benzoin', 'Vanilla (Bourbon)', 'Bergamot', 'Blackcurrant']"
enflamme,Givenchy,"""I like true colours that resonate. Nothing makes me sadder than undefined  faded and expressionless colours."" - Hubert de Givenchy",,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Ciste Labdanum', 'Vanilla (Madagascar)', 'Tobacco Leaf', 'Amber', 'Tolu Balsam', 'Coffee', 'Honey', 'Leather', 'Patchouli', 'Vetiver (Haiti)']"
aromatic-greens-1,David Beckham,This warm and calming fragrance encapsulates the serenity and tranquillity of nature’s vibrant beauty.,,AROMATIC FOUGERE,GREEN,Aromatic Fougère Fresher Green,"['Mint', 'Cedarwood', 'Iris / Orris', 'Absinth', 'Violet Leaves', 'Amber', 'Lemon', 'Patchouli', 'Green Apple']"
voce-viva,Valentino,Voce Viva celebrates every woman's voice  and as a voice  a fragrance is personal  intimate  and leaves a trace.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Citrus,"['Orange Blossom', 'Gardenia', 'Vanilla', 'Bergamot', 'Mandarin', 'Moss']"
amber-kiss,Jimmy Choo,"""An amber fragrance of a unique sensuality. An ultra-glamorous luminous veil to create full desire."" Amandine Clerc-Marie  Perfumer.",,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Cedarwood', 'Cinnamon', 'Pink Pepper', 'Ambergris', 'Benzoin', 'Suede', 'Bergamot', 'Patchouli', 'Peony']"
instinctive-marine,Angel Schlesser,When one secludes oneself for a moment of introspection on the beach  the waves crashing against the rocks add a thrilling salty note that seems to dissolve into the infinite sweetness of an embrace with its eternal dualism of passion and feeling. Instinctive Marine evokes the precious moments when solitude makes us better people.,Eau de Toilette,AROMATIC FOUGERE,WATERY,Aromatic Fougère Crisp Water,"['Marine', 'Lavender', 'Tonka Bean']"
la-nuit-tresor-dentelle-de-roses-2021-1,Lancôme,Lancôme's iconic La Nuit Trésor has been adorned with a veil of Haute Couture lace for 2021. Encapsulated in this precious bottle  this unique olfaction is composed of an overdose of rose and carefully dressed in an intense fruity velvet dress.,Eau de Parfum,FLORAL,FRUITY,Floral Crisp Fruity,"['Rose Damascena', 'Lychee', 'Velvet accord', 'Blackcurrant', 'Raspberry', 'Rose (Turkey)', 'Bergamot', 'Mandarin', 'Patchouli']"
romance-pink-pony-edition-2020-1,Ralph Lauren,"""Romance Pink Pony Edition is for anyone who believes in love and its power of true connection  energising positivity and potent healing. The fragrance covers you with love  from a passionate hug to a sensual warm touch "" Honorine Blanc-Hattab and Amandine Clerc-Marie  Perfumers.",,FLORAL,CITRUS,Floral Crisp Citrus,"['Peony', 'Ginger', 'Vanilla', 'Bergamot', 'Lily Of The Valley', 'Mandarin', 'Rose Centifolia', 'Moss', 'Musk', 'Sandalwood', 'Ambrox (Ambergris)']"
porsche-design-woman-satin,Porsche Design,The world of Porsche Design is modern  elegant  and clear  similar to the concept of Porsche Design Woman Satin. Perfumer Amandine Clerc-Marie has placed a modern rose at the centre of the composition: a statement as feminine and charismatic as the wearer herself.,Eau de Parfum,FLORAL,FRUITY,Floral Fresher Fruity,"['Rose Centifolia', 'Peach', 'Vanilla', 'Jasmine', 'Orange Blossom', 'Bergamot', 'Musk', 'Sandalwood', 'Violet Leaves']"
sunburst,Faynt,It's still early in the morning. The first rays of sunshine warm your skin. You open the window and breathe in the cool morning air. You start the day full of energy. Sunburst is fresh  sparkling  and invigorating.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Jasmine', 'Peach', 'Bergamot', 'Red Berries', 'Amber', 'Cedarwood', 'Musk', 'Pink Pepper', 'Tangerine']"
scent-of-kiss-my-heart,Armand Basi,Armand Basi scent of Kiss My Heart is built on a very complex olfactory score in which opposites attract  repel and intertwine to find their irresistible harmony.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Gourmand,"['Tiare', 'Praline', 'Red Apple', 'Jasmine', 'Orange Blossom', 'Tonka Bean', 'Vanilla', 'Coconut', 'Peach', 'Sandalwood', 'Tangerine']"
burberry-goddess,Burberry,This is a quest for female emancipation where you reveal who you truly are  where you reconnect with your inner strengths. A unique definition of this major archetype: the Goddess. The fiercely kind. Unleash your lioness with Burberry Goddess Eau de Parfum.,Eau de Parfum,AMBERY (ORIENTAL),GOURMAND,Amber Crisp Citrus,"['Vanilla', 'Bergamot', 'Lavender', 'Shiso Leaves']"
candy-love-2020-1,Escada,Welcome to Candy Land! Go to the heart of the most extravagant funfair with Candy Love for women. Are you ready to live the extraordinary life and indulge in the sweetest treat?,Eau de Toilette,FLORAL,FLORAL,Floral Crisp Gourmand,"['Rose Centifolia', 'Toffee Apple', 'Cream (Chantilly)', 'Mandarin (green)']"
